sku_store,item_id,store_id,state_id,cat_id
FOODS_3_806_CA_2,FOODS_3_806,CA_2,CA,FOODS
FOODS_3_807_CA_2,FOODS_3_807,CA_2,CA,FOODS
FOODS_3_808_CA_2,FOODS_3_808,CA_2,CA,FOODS
FOODS_3_809_CA_2,FOODS_3_809,CA_2,CA,FOODS
FOODS_3_810_CA_2,FOODS_3_810,CA_2,CA,FOODS
FOODS_3_811_CA_2,FOODS_3_811,CA_2,CA,FOODS
FOODS_3_812_CA_2,FOODS_3_812,CA_2,CA,FOODS
FOODS_3_813_CA_2,FOODS_3_813,CA_2,CA,FOODS
FOODS_3_814_CA_2,FOODS_3_814,CA_2,CA,FOODS
FOODS_3_815_CA_2,FOODS_3_815,CA_2,CA,FOODS
FOODS_3_816_CA_2,FOODS_3_816,CA_2,CA,FOODS
FOODS_3_817_CA_2,FOODS_3_817,CA_2,CA,FOODS
FOODS_3_818_CA_2,FOODS_3_818,CA_2,CA,FOODS
FOODS_3_819_CA_2,FOODS_3_819,CA_2,CA,FOODS
FOODS_3_820_CA_2,FOODS_3_820,CA_2,CA,FOODS
FOODS_3_821_CA_2,FOODS_3_821,CA_2,CA,FOODS
FOODS_3_822_CA_2,FOODS_3_822,CA_2,CA,FOODS
FOODS_3_823_CA_2,FOODS_3_823,CA_2,CA,FOODS
FOODS_3_824_CA_2,FOODS_3_824,CA_2,CA,FOODS
FOODS_3_825_CA_2,FOODS_3_825,CA_2,CA,FOODS
FOODS_3_826_CA_2,FOODS_3_826,CA_2,CA,FOODS
FOODS_3_827_CA_2,FOODS_3_827,CA_2,CA,FOODS
HOBBIES_1_001_CA_3,HOBBIES_1_001,CA_3,CA,HOBBIES
HOBBIES_1_002_CA_3,HOBBIES_1_002,CA_3,CA,HOBBIES
HOBBIES_1_003_CA_3,HOBBIES_1_003,CA_3,CA,HOBBIES
HOBBIES_1_004_CA_3,HOBBIES_1_004,CA_3,CA,HOBBIES
HOBBIES_1_005_CA_3,HOBBIES_1_005,CA_3,CA,HOBBIES
HOBBIES_1_006_CA_3,HOBBIES_1_006,CA_3,CA,HOBBIES
HOBBIES_1_007_CA_3,HOBBIES_1_007,CA_3,CA,HOBBIES
HOBBIES_1_008_CA_3,HOBBIES_1_008,CA_3,CA,HOBBIES
HOBBIES_1_009_CA_3,HOBBIES_1_009,CA_3,CA,HOBBIES
HOBBIES_1_010_CA_3,HOBBIES_1_010,CA_3,CA,HOBBIES
HOBBIES_1_011_CA_3,HOBBIES_1_011,CA_3,CA,HOBBIES
HOBBIES_1_012_CA_3,HOBBIES_1_012,CA_3,CA,HOBBIES
HOBBIES_1_013_CA_3,HOBBIES_1_013,CA_3,CA,HOBBIES
HOBBIES_1_014_CA_3,HOBBIES_1_014,CA_3,CA,HOBBIES
HOBBIES_1_015_CA_3,HOBBIES_1_015,CA_3,CA,HOBBIES
HOBBIES_1_016_CA_3,HOBBIES_1_016,CA_3,CA,HOBBIES
HOBBIES_1_017_CA_3,HOBBIES_1_017,CA_3,CA,HOBBIES
HOBBIES_1_018_CA_3,HOBBIES_1_018,CA_3,CA,HOBBIES
HOBBIES_1_019_CA_3,HOBBIES_1_019,CA_3,CA,HOBBIES
HOBBIES_1_020_CA_3,HOBBIES_1_020,CA_3,CA,HOBBIES
HOBBIES_1_021_CA_3,HOBBIES_1_021,CA_3,CA,HOBBIES
HOBBIES_1_022_CA_3,HOBBIES_1_022,CA_3,CA,HOBBIES
HOBBIES_1_023_CA_3,HOBBIES_1_023,CA_3,CA,HOBBIES
HOBBIES_1_024_CA_3,HOBBIES_1_024,CA_3,CA,HOBBIES
HOBBIES_1_025_CA_3,HOBBIES_1_025,CA_3,CA,HOBBIES
HOBBIES_1_026_CA_3,HOBBIES_1_026,CA_3,CA,HOBBIES
HOBBIES_1_027_CA_3,HOBBIES_1_027,CA_3,CA,HOBBIES
HOBBIES_1_028_CA_3,HOBBIES_1_028,CA_3,CA,HOBBIES
HOBBIES_1_029_CA_3,HOBBIES_1_029,CA_3,CA,HOBBIES
HOBBIES_1_030_CA_3,HOBBIES_1_030,CA_3,CA,HOBBIES
HOBBIES_1_031_CA_3,HOBBIES_1_031,CA_3,CA,HOBBIES
HOBBIES_1_032_CA_3,HOBBIES_1_032,CA_3,CA,HOBBIES
HOBBIES_1_033_CA_3,HOBBIES_1_033,CA_3,CA,HOBBIES
HOBBIES_1_034_CA_3,HOBBIES_1_034,CA_3,CA,HOBBIES
HOBBIES_1_035_CA_3,HOBBIES_1_035,CA_3,CA,HOBBIES
HOBBIES_1_036_CA_3,HOBBIES_1_036,CA_3,CA,HOBBIES
HOBBIES_1_037_CA_3,HOBBIES_1_037,CA_3,CA,HOBBIES
HOBBIES_1_038_CA_3,HOBBIES_1_038,CA_3,CA,HOBBIES
HOBBIES_1_039_CA_3,HOBBIES_1_039,CA_3,CA,HOBBIES
HOBBIES_1_040_CA_3,HOBBIES_1_040,CA_3,CA,HOBBIES
HOBBIES_1_041_CA_3,HOBBIES_1_041,CA_3,CA,HOBBIES
HOBBIES_1_042_CA_3,HOBBIES_1_042,CA_3,CA,HOBBIES
HOBBIES_1_043_CA_3,HOBBIES_1_043,CA_3,CA,HOBBIES
HOBBIES_1_044_CA_3,HOBBIES_1_044,CA_3,CA,HOBBIES
HOBBIES_1_045_CA_3,HOBBIES_1_045,CA_3,CA,HOBBIES
HOBBIES_1_046_CA_3,HOBBIES_1_046,CA_3,CA,HOBBIES
HOBBIES_1_047_CA_3,HOBBIES_1_047,CA_3,CA,HOBBIES
HOBBIES_1_048_CA_3,HOBBIES_1_048,CA_3,CA,HOBBIES
HOBBIES_1_049_CA_3,HOBBIES_1_049,CA_3,CA,HOBBIES
HOBBIES_1_050_CA_3,HOBBIES_1_050,CA_3,CA,HOBBIES
HOBBIES_1_051_CA_3,HOBBIES_1_051,CA_3,CA,HOBBIES
HOBBIES_1_052_CA_3,HOBBIES_1_052,CA_3,CA,HOBBIES
HOBBIES_1_053_CA_3,HOBBIES_1_053,CA_3,CA,HOBBIES
HOBBIES_1_054_CA_3,HOBBIES_1_054,CA_3,CA,HOBBIES
HOBBIES_1_055_CA_3,HOBBIES_1_055,CA_3,CA,HOBBIES
HOBBIES_1_056_CA_3,HOBBIES_1_056,CA_3,CA,HOBBIES
HOBBIES_1_057_CA_3,HOBBIES_1_057,CA_3,CA,HOBBIES
HOBBIES_1_058_CA_3,HOBBIES_1_058,CA_3,CA,HOBBIES
HOBBIES_1_060_CA_3,HOBBIES_1_060,CA_3,CA,HOBBIES
HOBBIES_1_061_CA_3,HOBBIES_1_061,CA_3,CA,HOBBIES
HOBBIES_1_062_CA_3,HOBBIES_1_062,CA_3,CA,HOBBIES
HOBBIES_1_063_CA_3,HOBBIES_1_063,CA_3,CA,HOBBIES
HOBBIES_1_064_CA_3,HOBBIES_1_064,CA_3,CA,HOBBIES
HOBBIES_1_065_CA_3,HOBBIES_1_065,CA_3,CA,HOBBIES
HOBBIES_1_066_CA_3,HOBBIES_1_066,CA_3,CA,HOBBIES
HOBBIES_1_067_CA_3,HOBBIES_1_067,CA_3,CA,HOBBIES
HOBBIES_1_068_CA_3,HOBBIES_1_068,CA_3,CA,HOBBIES
HOBBIES_1_069_CA_3,HOBBIES_1_069,CA_3,CA,HOBBIES
HOBBIES_1_070_CA_3,HOBBIES_1_070,CA_3,CA,HOBBIES
HOBBIES_1_072_CA_3,HOBBIES_1_072,CA_3,CA,HOBBIES
HOBBIES_1_073_CA_3,HOBBIES_1_073,CA_3,CA,HOBBIES
HOBBIES_1_074_CA_3,HOBBIES_1_074,CA_3,CA,HOBBIES
HOBBIES_1_075_CA_3,HOBBIES_1_075,CA_3,CA,HOBBIES
HOBBIES_1_076_CA_3,HOBBIES_1_076,CA_3,CA,HOBBIES
HOBBIES_1_077_CA_3,HOBBIES_1_077,CA_3,CA,HOBBIES
HOBBIES_1_078_CA_3,HOBBIES_1_078,CA_3,CA,HOBBIES
HOBBIES_1_079_CA_3,HOBBIES_1_079,CA_3,CA,HOBBIES
HOBBIES_1_080_CA_3,HOBBIES_1_080,CA_3,CA,HOBBIES
HOBBIES_1_081_CA_3,HOBBIES_1_081,CA_3,CA,HOBBIES
HOBBIES_1_082_CA_3,HOBBIES_1_082,CA_3,CA,HOBBIES
HOBBIES_1_083_CA_3,HOBBIES_1_083,CA_3,CA,HOBBIES
HOBBIES_1_084_CA_3,HOBBIES_1_084,CA_3,CA,HOBBIES
HOBBIES_1_085_CA_3,HOBBIES_1_085,CA_3,CA,HOBBIES
HOBBIES_1_086_CA_3,HOBBIES_1_086,CA_3,CA,HOBBIES
HOBBIES_1_087_CA_3,HOBBIES_1_087,CA_3,CA,HOBBIES
HOBBIES_1_088_CA_3,HOBBIES_1_088,CA_3,CA,HOBBIES
HOBBIES_1_089_CA_3,HOBBIES_1_089,CA_3,CA,HOBBIES
HOBBIES_1_090_CA_3,HOBBIES_1_090,CA_3,CA,HOBBIES
HOBBIES_1_091_CA_3,HOBBIES_1_091,CA_3,CA,HOBBIES
HOBBIES_1_092_CA_3,HOBBIES_1_092,CA_3,CA,HOBBIES
HOBBIES_1_093_CA_3,HOBBIES_1_093,CA_3,CA,HOBBIES
HOBBIES_1_094_CA_3,HOBBIES_1_094,CA_3,CA,HOBBIES
HOBBIES_1_095_CA_3,HOBBIES_1_095,CA_3,CA,HOBBIES
HOBBIES_1_097_CA_3,HOBBIES_1_097,CA_3,CA,HOBBIES
HOBBIES_1_098_CA_3,HOBBIES_1_098,CA_3,CA,HOBBIES
HOBBIES_1_099_CA_3,HOBBIES_1_099,CA_3,CA,HOBBIES
HOBBIES_1_100_CA_3,HOBBIES_1_100,CA_3,CA,HOBBIES
HOBBIES_1_102_CA_3,HOBBIES_1_102,CA_3,CA,HOBBIES
HOBBIES_1_103_CA_3,HOBBIES_1_103,CA_3,CA,HOBBIES
HOBBIES_1_104_CA_3,HOBBIES_1_104,CA_3,CA,HOBBIES
HOBBIES_1_105_CA_3,HOBBIES_1_105,CA_3,CA,HOBBIES
HOBBIES_1_106_CA_3,HOBBIES_1_106,CA_3,CA,HOBBIES
HOBBIES_1_107_CA_3,HOBBIES_1_107,CA_3,CA,HOBBIES
HOBBIES_1_108_CA_3,HOBBIES_1_108,CA_3,CA,HOBBIES
HOBBIES_1_109_CA_3,HOBBIES_1_109,CA_3,CA,HOBBIES
HOBBIES_1_110_CA_3,HOBBIES_1_110,CA_3,CA,HOBBIES
HOBBIES_1_111_CA_3,HOBBIES_1_111,CA_3,CA,HOBBIES
HOBBIES_1_112_CA_3,HOBBIES_1_112,CA_3,CA,HOBBIES
HOBBIES_1_113_CA_3,HOBBIES_1_113,CA_3,CA,HOBBIES
HOBBIES_1_114_CA_3,HOBBIES_1_114,CA_3,CA,HOBBIES
HOBBIES_1_115_CA_3,HOBBIES_1_115,CA_3,CA,HOBBIES
HOBBIES_1_116_CA_3,HOBBIES_1_116,CA_3,CA,HOBBIES
HOBBIES_1_117_CA_3,HOBBIES_1_117,CA_3,CA,HOBBIES
HOBBIES_1_118_CA_3,HOBBIES_1_118,CA_3,CA,HOBBIES
HOBBIES_1_119_CA_3,HOBBIES_1_119,CA_3,CA,HOBBIES
HOBBIES_1_120_CA_3,HOBBIES_1_120,CA_3,CA,HOBBIES
HOBBIES_1_121_CA_3,HOBBIES_1_121,CA_3,CA,HOBBIES
HOBBIES_1_122_CA_3,HOBBIES_1_122,CA_3,CA,HOBBIES
HOBBIES_1_123_CA_3,HOBBIES_1_123,CA_3,CA,HOBBIES
HOBBIES_1_124_CA_3,HOBBIES_1_124,CA_3,CA,HOBBIES
HOBBIES_1_125_CA_3,HOBBIES_1_125,CA_3,CA,HOBBIES
HOBBIES_1_126_CA_3,HOBBIES_1_126,CA_3,CA,HOBBIES
HOBBIES_1_127_CA_3,HOBBIES_1_127,CA_3,CA,HOBBIES
HOBBIES_1_128_CA_3,HOBBIES_1_128,CA_3,CA,HOBBIES
HOBBIES_1_129_CA_3,HOBBIES_1_129,CA_3,CA,HOBBIES
HOBBIES_1_130_CA_3,HOBBIES_1_130,CA_3,CA,HOBBIES
HOBBIES_1_131_CA_3,HOBBIES_1_131,CA_3,CA,HOBBIES
HOBBIES_1_132_CA_3,HOBBIES_1_132,CA_3,CA,HOBBIES
HOBBIES_1_133_CA_3,HOBBIES_1_133,CA_3,CA,HOBBIES
HOBBIES_1_134_CA_3,HOBBIES_1_134,CA_3,CA,HOBBIES
HOBBIES_1_135_CA_3,HOBBIES_1_135,CA_3,CA,HOBBIES
HOBBIES_1_136_CA_3,HOBBIES_1_136,CA_3,CA,HOBBIES
HOBBIES_1_137_CA_3,HOBBIES_1_137,CA_3,CA,HOBBIES
HOBBIES_1_138_CA_3,HOBBIES_1_138,CA_3,CA,HOBBIES
HOBBIES_1_139_CA_3,HOBBIES_1_139,CA_3,CA,HOBBIES
HOBBIES_1_140_CA_3,HOBBIES_1_140,CA_3,CA,HOBBIES
HOBBIES_1_141_CA_3,HOBBIES_1_141,CA_3,CA,HOBBIES
HOBBIES_1_142_CA_3,HOBBIES_1_142,CA_3,CA,HOBBIES
HOBBIES_1_143_CA_3,HOBBIES_1_143,CA_3,CA,HOBBIES
HOBBIES_1_144_CA_3,HOBBIES_1_144,CA_3,CA,HOBBIES
HOBBIES_1_145_CA_3,HOBBIES_1_145,CA_3,CA,HOBBIES
HOBBIES_1_146_CA_3,HOBBIES_1_146,CA_3,CA,HOBBIES
HOBBIES_1_147_CA_3,HOBBIES_1_147,CA_3,CA,HOBBIES
HOBBIES_1_148_CA_3,HOBBIES_1_148,CA_3,CA,HOBBIES
HOBBIES_1_149_CA_3,HOBBIES_1_149,CA_3,CA,HOBBIES
HOBBIES_1_150_CA_3,HOBBIES_1_150,CA_3,CA,HOBBIES
HOBBIES_1_151_CA_3,HOBBIES_1_151,CA_3,CA,HOBBIES
HOBBIES_1_152_CA_3,HOBBIES_1_152,CA_3,CA,HOBBIES
HOBBIES_1_153_CA_3,HOBBIES_1_153,CA_3,CA,HOBBIES
HOBBIES_1_154_CA_3,HOBBIES_1_154,CA_3,CA,HOBBIES
HOBBIES_1_155_CA_3,HOBBIES_1_155,CA_3,CA,HOBBIES
HOBBIES_1_156_CA_3,HOBBIES_1_156,CA_3,CA,HOBBIES
HOBBIES_1_157_CA_3,HOBBIES_1_157,CA_3,CA,HOBBIES
HOBBIES_1_158_CA_3,HOBBIES_1_158,CA_3,CA,HOBBIES
HOBBIES_1_159_CA_3,HOBBIES_1_159,CA_3,CA,HOBBIES
HOBBIES_1_160_CA_3,HOBBIES_1_160,CA_3,CA,HOBBIES
HOBBIES_1_161_CA_3,HOBBIES_1_161,CA_3,CA,HOBBIES
HOBBIES_1_162_CA_3,HOBBIES_1_162,CA_3,CA,HOBBIES
HOBBIES_1_163_CA_3,HOBBIES_1_163,CA_3,CA,HOBBIES
HOBBIES_1_164_CA_3,HOBBIES_1_164,CA_3,CA,HOBBIES
HOBBIES_1_165_CA_3,HOBBIES_1_165,CA_3,CA,HOBBIES
HOBBIES_1_166_CA_3,HOBBIES_1_166,CA_3,CA,HOBBIES
HOBBIES_1_167_CA_3,HOBBIES_1_167,CA_3,CA,HOBBIES
HOBBIES_1_168_CA_3,HOBBIES_1_168,CA_3,CA,HOBBIES
HOBBIES_1_169_CA_3,HOBBIES_1_169,CA_3,CA,HOBBIES
HOBBIES_1_170_CA_3,HOBBIES_1_170,CA_3,CA,HOBBIES
HOBBIES_1_171_CA_3,HOBBIES_1_171,CA_3,CA,HOBBIES
HOBBIES_1_172_CA_3,HOBBIES_1_172,CA_3,CA,HOBBIES
HOBBIES_1_173_CA_3,HOBBIES_1_173,CA_3,CA,HOBBIES
HOBBIES_1_174_CA_3,HOBBIES_1_174,CA_3,CA,HOBBIES
HOBBIES_1_175_CA_3,HOBBIES_1_175,CA_3,CA,HOBBIES
HOBBIES_1_176_CA_3,HOBBIES_1_176,CA_3,CA,HOBBIES
HOBBIES_1_177_CA_3,HOBBIES_1_177,CA_3,CA,HOBBIES
HOBBIES_1_178_CA_3,HOBBIES_1_178,CA_3,CA,HOBBIES
HOBBIES_1_179_CA_3,HOBBIES_1_179,CA_3,CA,HOBBIES
HOBBIES_1_180_CA_3,HOBBIES_1_180,CA_3,CA,HOBBIES
HOBBIES_1_181_CA_3,HOBBIES_1_181,CA_3,CA,HOBBIES
HOBBIES_1_183_CA_3,HOBBIES_1_183,CA_3,CA,HOBBIES
HOBBIES_1_184_CA_3,HOBBIES_1_184,CA_3,CA,HOBBIES
HOBBIES_1_185_CA_3,HOBBIES_1_185,CA_3,CA,HOBBIES
HOBBIES_1_186_CA_3,HOBBIES_1_186,CA_3,CA,HOBBIES
HOBBIES_1_187_CA_3,HOBBIES_1_187,CA_3,CA,HOBBIES
HOBBIES_1_188_CA_3,HOBBIES_1_188,CA_3,CA,HOBBIES
HOBBIES_1_189_CA_3,HOBBIES_1_189,CA_3,CA,HOBBIES
HOBBIES_1_190_CA_3,HOBBIES_1_190,CA_3,CA,HOBBIES
HOBBIES_1_191_CA_3,HOBBIES_1_191,CA_3,CA,HOBBIES
HOBBIES_1_192_CA_3,HOBBIES_1_192,CA_3,CA,HOBBIES
HOBBIES_1_193_CA_3,HOBBIES_1_193,CA_3,CA,HOBBIES
HOBBIES_1_194_CA_3,HOBBIES_1_194,CA_3,CA,HOBBIES
HOBBIES_1_195_CA_3,HOBBIES_1_195,CA_3,CA,HOBBIES
HOBBIES_1_197_CA_3,HOBBIES_1_197,CA_3,CA,HOBBIES
HOBBIES_1_198_CA_3,HOBBIES_1_198,CA_3,CA,HOBBIES
HOBBIES_1_199_CA_3,HOBBIES_1_199,CA_3,CA,HOBBIES
HOBBIES_1_200_CA_3,HOBBIES_1_200,CA_3,CA,HOBBIES
HOBBIES_1_201_CA_3,HOBBIES_1_201,CA_3,CA,HOBBIES
HOBBIES_1_202_CA_3,HOBBIES_1_202,CA_3,CA,HOBBIES
HOBBIES_1_203_CA_3,HOBBIES_1_203,CA_3,CA,HOBBIES
HOBBIES_1_204_CA_3,HOBBIES_1_204,CA_3,CA,HOBBIES
HOBBIES_1_205_CA_3,HOBBIES_1_205,CA_3,CA,HOBBIES
HOBBIES_1_206_CA_3,HOBBIES_1_206,CA_3,CA,HOBBIES
HOBBIES_1_207_CA_3,HOBBIES_1_207,CA_3,CA,HOBBIES
HOBBIES_1_208_CA_3,HOBBIES_1_208,CA_3,CA,HOBBIES
HOBBIES_1_209_CA_3,HOBBIES_1_209,CA_3,CA,HOBBIES
HOBBIES_1_210_CA_3,HOBBIES_1_210,CA_3,CA,HOBBIES
HOBBIES_1_211_CA_3,HOBBIES_1_211,CA_3,CA,HOBBIES
HOBBIES_1_212_CA_3,HOBBIES_1_212,CA_3,CA,HOBBIES
HOBBIES_1_213_CA_3,HOBBIES_1_213,CA_3,CA,HOBBIES
HOBBIES_1_214_CA_3,HOBBIES_1_214,CA_3,CA,HOBBIES
HOBBIES_1_215_CA_3,HOBBIES_1_215,CA_3,CA,HOBBIES
HOBBIES_1_216_CA_3,HOBBIES_1_216,CA_3,CA,HOBBIES
HOBBIES_1_217_CA_3,HOBBIES_1_217,CA_3,CA,HOBBIES
HOBBIES_1_218_CA_3,HOBBIES_1_218,CA_3,CA,HOBBIES
HOBBIES_1_219_CA_3,HOBBIES_1_219,CA_3,CA,HOBBIES
HOBBIES_1_220_CA_3,HOBBIES_1_220,CA_3,CA,HOBBIES
HOBBIES_1_221_CA_3,HOBBIES_1_221,CA_3,CA,HOBBIES
HOBBIES_1_223_CA_3,HOBBIES_1_223,CA_3,CA,HOBBIES
HOBBIES_1_224_CA_3,HOBBIES_1_224,CA_3,CA,HOBBIES
HOBBIES_1_225_CA_3,HOBBIES_1_225,CA_3,CA,HOBBIES
HOBBIES_1_226_CA_3,HOBBIES_1_226,CA_3,CA,HOBBIES
HOBBIES_1_227_CA_3,HOBBIES_1_227,CA_3,CA,HOBBIES
HOBBIES_1_228_CA_3,HOBBIES_1_228,CA_3,CA,HOBBIES
HOBBIES_1_229_CA_3,HOBBIES_1_229,CA_3,CA,HOBBIES
HOBBIES_1_230_CA_3,HOBBIES_1_230,CA_3,CA,HOBBIES
HOBBIES_1_231_CA_3,HOBBIES_1_231,CA_3,CA,HOBBIES
HOBBIES_1_232_CA_3,HOBBIES_1_232,CA_3,CA,HOBBIES
HOBBIES_1_233_CA_3,HOBBIES_1_233,CA_3,CA,HOBBIES
HOBBIES_1_234_CA_3,HOBBIES_1_234,CA_3,CA,HOBBIES
HOBBIES_1_235_CA_3,HOBBIES_1_235,CA_3,CA,HOBBIES
HOBBIES_1_236_CA_3,HOBBIES_1_236,CA_3,CA,HOBBIES
HOBBIES_1_237_CA_3,HOBBIES_1_237,CA_3,CA,HOBBIES
HOBBIES_1_238_CA_3,HOBBIES_1_238,CA_3,CA,HOBBIES
HOBBIES_1_239_CA_3,HOBBIES_1_239,CA_3,CA,HOBBIES
HOBBIES_1_240_CA_3,HOBBIES_1_240,CA_3,CA,HOBBIES
HOBBIES_1_241_CA_3,HOBBIES_1_241,CA_3,CA,HOBBIES
HOBBIES_1_242_CA_3,HOBBIES_1_242,CA_3,CA,HOBBIES
HOBBIES_1_243_CA_3,HOBBIES_1_243,CA_3,CA,HOBBIES
HOBBIES_1_244_CA_3,HOBBIES_1_244,CA_3,CA,HOBBIES
HOBBIES_1_245_CA_3,HOBBIES_1_245,CA_3,CA,HOBBIES
HOBBIES_1_246_CA_3,HOBBIES_1_246,CA_3,CA,HOBBIES
HOBBIES_1_247_CA_3,HOBBIES_1_247,CA_3,CA,HOBBIES
HOBBIES_1_248_CA_3,HOBBIES_1_248,CA_3,CA,HOBBIES
HOBBIES_1_249_CA_3,HOBBIES_1_249,CA_3,CA,HOBBIES
HOBBIES_1_250_CA_3,HOBBIES_1_250,CA_3,CA,HOBBIES
HOBBIES_1_251_CA_3,HOBBIES_1_251,CA_3,CA,HOBBIES
HOBBIES_1_252_CA_3,HOBBIES_1_252,CA_3,CA,HOBBIES
HOBBIES_1_253_CA_3,HOBBIES_1_253,CA_3,CA,HOBBIES
HOBBIES_1_254_CA_3,HOBBIES_1_254,CA_3,CA,HOBBIES
HOBBIES_1_255_CA_3,HOBBIES_1_255,CA_3,CA,HOBBIES
HOBBIES_1_256_CA_3,HOBBIES_1_256,CA_3,CA,HOBBIES
HOBBIES_1_257_CA_3,HOBBIES_1_257,CA_3,CA,HOBBIES
HOBBIES_1_258_CA_3,HOBBIES_1_258,CA_3,CA,HOBBIES
HOBBIES_1_259_CA_3,HOBBIES_1_259,CA_3,CA,HOBBIES
HOBBIES_1_260_CA_3,HOBBIES_1_260,CA_3,CA,HOBBIES
HOBBIES_1_261_CA_3,HOBBIES_1_261,CA_3,CA,HOBBIES
HOBBIES_1_262_CA_3,HOBBIES_1_262,CA_3,CA,HOBBIES
HOBBIES_1_263_CA_3,HOBBIES_1_263,CA_3,CA,HOBBIES
HOBBIES_1_264_CA_3,HOBBIES_1_264,CA_3,CA,HOBBIES
HOBBIES_1_265_CA_3,HOBBIES_1_265,CA_3,CA,HOBBIES
HOBBIES_1_266_CA_3,HOBBIES_1_266,CA_3,CA,HOBBIES
HOBBIES_1_267_CA_3,HOBBIES_1_267,CA_3,CA,HOBBIES
HOBBIES_1_268_CA_3,HOBBIES_1_268,CA_3,CA,HOBBIES
HOBBIES_1_269_CA_3,HOBBIES_1_269,CA_3,CA,HOBBIES
HOBBIES_1_270_CA_3,HOBBIES_1_270,CA_3,CA,HOBBIES
HOBBIES_1_271_CA_3,HOBBIES_1_271,CA_3,CA,HOBBIES
HOBBIES_1_272_CA_3,HOBBIES_1_272,CA_3,CA,HOBBIES
HOBBIES_1_273_CA_3,HOBBIES_1_273,CA_3,CA,HOBBIES
HOBBIES_1_274_CA_3,HOBBIES_1_274,CA_3,CA,HOBBIES
HOBBIES_1_275_CA_3,HOBBIES_1_275,CA_3,CA,HOBBIES
HOBBIES_1_276_CA_3,HOBBIES_1_276,CA_3,CA,HOBBIES
HOBBIES_1_277_CA_3,HOBBIES_1_277,CA_3,CA,HOBBIES
HOBBIES_1_278_CA_3,HOBBIES_1_278,CA_3,CA,HOBBIES
HOBBIES_1_279_CA_3,HOBBIES_1_279,CA_3,CA,HOBBIES
HOBBIES_1_280_CA_3,HOBBIES_1_280,CA_3,CA,HOBBIES
HOBBIES_1_281_CA_3,HOBBIES_1_281,CA_3,CA,HOBBIES
HOBBIES_1_282_CA_3,HOBBIES_1_282,CA_3,CA,HOBBIES
HOBBIES_1_283_CA_3,HOBBIES_1_283,CA_3,CA,HOBBIES
HOBBIES_1_284_CA_3,HOBBIES_1_284,CA_3,CA,HOBBIES
HOBBIES_1_285_CA_3,HOBBIES_1_285,CA_3,CA,HOBBIES
HOBBIES_1_286_CA_3,HOBBIES_1_286,CA_3,CA,HOBBIES
HOBBIES_1_287_CA_3,HOBBIES_1_287,CA_3,CA,HOBBIES
HOBBIES_1_288_CA_3,HOBBIES_1_288,CA_3,CA,HOBBIES
HOBBIES_1_289_CA_3,HOBBIES_1_289,CA_3,CA,HOBBIES
HOBBIES_1_290_CA_3,HOBBIES_1_290,CA_3,CA,HOBBIES
HOBBIES_1_292_CA_3,HOBBIES_1_292,CA_3,CA,HOBBIES
HOBBIES_1_293_CA_3,HOBBIES_1_293,CA_3,CA,HOBBIES
HOBBIES_1_294_CA_3,HOBBIES_1_294,CA_3,CA,HOBBIES
HOBBIES_1_295_CA_3,HOBBIES_1_295,CA_3,CA,HOBBIES
HOBBIES_1_296_CA_3,HOBBIES_1_296,CA_3,CA,HOBBIES
HOBBIES_1_297_CA_3,HOBBIES_1_297,CA_3,CA,HOBBIES
HOBBIES_1_298_CA_3,HOBBIES_1_298,CA_3,CA,HOBBIES
HOBBIES_1_299_CA_3,HOBBIES_1_299,CA_3,CA,HOBBIES
HOBBIES_1_300_CA_3,HOBBIES_1_300,CA_3,CA,HOBBIES
HOBBIES_1_301_CA_3,HOBBIES_1_301,CA_3,CA,HOBBIES
HOBBIES_1_302_CA_3,HOBBIES_1_302,CA_3,CA,HOBBIES
HOBBIES_1_303_CA_3,HOBBIES_1_303,CA_3,CA,HOBBIES
HOBBIES_1_304_CA_3,HOBBIES_1_304,CA_3,CA,HOBBIES
HOBBIES_1_305_CA_3,HOBBIES_1_305,CA_3,CA,HOBBIES
HOBBIES_1_306_CA_3,HOBBIES_1_306,CA_3,CA,HOBBIES
HOBBIES_1_307_CA_3,HOBBIES_1_307,CA_3,CA,HOBBIES
HOBBIES_1_308_CA_3,HOBBIES_1_308,CA_3,CA,HOBBIES
HOBBIES_1_309_CA_3,HOBBIES_1_309,CA_3,CA,HOBBIES
HOBBIES_1_310_CA_3,HOBBIES_1_310,CA_3,CA,HOBBIES
HOBBIES_1_311_CA_3,HOBBIES_1_311,CA_3,CA,HOBBIES
HOBBIES_1_312_CA_3,HOBBIES_1_312,CA_3,CA,HOBBIES
HOBBIES_1_313_CA_3,HOBBIES_1_313,CA_3,CA,HOBBIES
HOBBIES_1_314_CA_3,HOBBIES_1_314,CA_3,CA,HOBBIES
HOBBIES_1_315_CA_3,HOBBIES_1_315,CA_3,CA,HOBBIES
HOBBIES_1_316_CA_3,HOBBIES_1_316,CA_3,CA,HOBBIES
HOBBIES_1_317_CA_3,HOBBIES_1_317,CA_3,CA,HOBBIES
HOBBIES_1_318_CA_3,HOBBIES_1_318,CA_3,CA,HOBBIES
HOBBIES_1_319_CA_3,HOBBIES_1_319,CA_3,CA,HOBBIES
HOBBIES_1_320_CA_3,HOBBIES_1_320,CA_3,CA,HOBBIES
HOBBIES_1_321_CA_3,HOBBIES_1_321,CA_3,CA,HOBBIES
